,Unnamed: 0.1,Unnamed: 0,CIK,GVKEY,NAICS,COMPANY_NAME,MCAP,REVT,ROA,NPM,REVCHANGE,ROE,NUM_SAVVY,NUM_DIR,COMMITTEES,Directors
1671,1671,1335,1739104.0,33955.0,325412.0,Elanco Animal Health Incorporated,13427.1456,4765.0,0.056,-0.085,17.9928368741564,-0.015,7,12,Technology committee;audit committee,"hoover, roy; herendeen, paul; scots-knight, denise; simmons, jeffrey; harrington, michael; anand, kapila"
1672,1672,1336,810332.0,33962.0,481111.0,"Mesa Air Group, Inc.",275.44594,503.591,0.053,0.05,25.7292056782481,-0.413,0,6,compensation committee;audit committee,"ornstein, jonathan; gordon, mitchell; artist, ellen; schiller, harvey; mchugh, daniel; lockhart, dana; skiados, spyridon; ireland, jonathan"
1673,1673,1337,1734342.0,33999.0,522110.0,Amerant Bancorp Inc.,1239.75765,308.566,0.006,0.009,6.96914652422932,0.07,10,12,compensation committee;audit committee,"quelch, john; capriles lopez, miguel; plush, gerald; knight, erin; wilson, millar; dana, pamella; holroyd, samantha; marturet medina, gustavo; quill, john; suarez, oscar; rucker, ashaki"
1674,1674,1338,1724344.0,34016.0,325414.0,Entasis Therapeutics Holdings Inc.,104.79588,0.0,-1.088,-6.264,-57.8494623655914,-1.218,0,6,compensation committee,"rice, louis; preston, heather; bush, karen; mayer, howard; berger, heather; meek, david; perros, manoussos; noe, mark; shorr, andrew; laplante, kerry"
1675,1675,1339,1949543.0,34034.0,211120.0,Sitio Royalties Corp.,228.95818,68.008,0.087,0.269,39.1134289439374,1.462,0,8,compensation committee;audit committee,"gould, alice; harvey, claire; lockshin, noam; conoscenti, christopher"
1676,1676,1340,1742924.0,34048.0,325180.0,Livent Corporation,3942.0022,420.4,0.043,-0.045,46.3819691577699,0.211,1,9,compensation committee;Risk committee;audit committee,no directors found
1677,1677,1341,1740332.0,34053.0,423690.0,"Resideo Technologies, Inc.",3769.35224,5846.0,0.068,-0.006,1.4622913068509,0.136,5,9,Finance committee;Technology committee;audit committee,"deninger, paul; geldmacher, jay; teich, andrew; yusuf, kareem"
1678,1678,1342,1382101.0,34065.0,325414.0,"Sutro Biopharma, Inc.",689.34576,61.88,-0.298,0.276,-13.7805444261368,-0.508,6,10,compensation committee;Technology committee;audit committee,"newell, william; panek, james; petree, daniel; leonard, john; hallam, trevor; paya, carlos; dybbs, michael; lobacki, joseph; wigginton, jon marc; penson, richard; abraham, robert; fong, lawrence; martin, lainie; hunter, heidi; benzaquen, ana; frankel, stanley; krishnan, amrita; naumann, r."
1679,1679,1343,1475115.0,34076.0,519130.0,"Eventbrite, Inc.",1695.97024,187.134,-0.108,-1.168,5.39153675931668,-0.46,0,8,compensation committee;audit committee,"hartz, kevin; tomlinson, steffan; moriarty, sean; karim, jawed; hartz, julia; capps, ashley; underwood, april; riley, helen; manchon, pilar; wheeless, naomi"
1680,1680,1344,1655759.0,34077.0,325414.0,"Arvinas, Inc.",4353.42,46.7,-0.386,-4.038,13.9529451226086,-0.338,5,12,compensation committee;Technology committee;audit committee,"smaldone alsup, laurie; boxer, adam; hyman, bradley; neel, benjamin; cunningham, everett; bain, linda; houston, john; arkin, michelle; kaech, susan"
1681,1681,1345,1711754.0,34078.0,325414.0,"INmune Bio, Inc.",181.9986,0.181,-0.375,-1099.9,98.5239852398524,-0.397,1,6,compensation committee;audit committee,"tesi, raymond; baracchini, edgardo; allen, marcia; juda, scott; ganjei, james; schroeder, timothy"
1682,1682,1346,1656634.0,34082.0,325414.0,"Gritstone bio, Inc.",887.95728,48.214,-0.575,-29.634,-6.69257848795361,-0.609,5,8,compensation committee;audit committee,"allen, andrew; corey, lawrence; chan, timothy; zhukovsky, eugene; lord, graham; rizvi, naiyer; gulley, james; sette, alessandro; fisher, clare"
1683,1683,1347,1627475.0,34101.0,519130.0,Upwork Inc.,4411.0808,502.797,-0.044,-0.084,2.40141354108104,-0.376,4,8,compensation committee;audit committee,"harvey, kevin; layton, thomas; nelson, elizabeth; gretsch, gregory; brown, hayden; vazquez-ubarri, anilu; srinivasan, leela"
1684,1684,1348,1722964.0,34135.0,325414.0,"Y-mAbs Therapeutics, Inc.",708.29595,34.897,-0.686,-5.751,13.6289763270543,-0.786,3,7,compensation committee;audit committee,"wedell-wedellsborg, johan; tyagi, ashutosh; hamill, laura; ber, gérard; gad, thomas"
1685,1685,1349,1737287.0,34161.0,325414.0,"Allogene Therapeutics, Inc.",2127.93516,38.489,-0.206,-5.966,12.8767302090193,-0.353,2,9,compensation committee;audit committee,"kazam, joshua; bonderman, david; humer, franz; witte, owen; forman, stephan; belldegrun, arie; gajewski, thomas f.; chang, david; kohn, donald; schumacher, antonius; grupp, stephan; deyoung, john; park, jae"
1686,1686,1350,1419536.0,34189.0,522110.0,"Capital Bancorp, Inc.",365.8044,173.879,0.046,0.16,12.4671602579413,0.216,0,10,Finance committee;Human Resources committee;compensation committee;audit committee,"ratner-salzberg, deborah; scully, mary; bernstein, joshua; brannan, c.; barry, edward; browning, scot; levitt, randall; schwartz, steven; whalen, james; bailey, jerome; lewis, fred"
1687,1687,1351,1459839.0,34193.0,339113.0,"SI-BONE, Inc.",747.89954,90.152,-0.252,-0.617,10.2834486249367,-0.505,4,9,compensation committee;audit committee,"davis, timothy; hinckley, gregory; hilleman, jeryl; francis, laura; valentine, keith; rashbaum, ralph; dunn, jeffrey; shamie, a.; hyde, jonathan; loh, helen"
1688,1688,1352,1664106.0,34266.0,325412.0,"LogicBio Therapeutics, Inc.",76.11912,5.41,-0.659,-12.77,68.4795845789988,-0.922,2,9,compensation committee;audit committee,"grompe, markus; lisowski, leszek; russell, david; wright, fraser"
1689,1689,1353,1682745.0,34300.0,518210.0,Verra Mobility Corporation,2408.29897,550.59,0.125,0.049,-4.71204188481676,0.294,2,7,compensation committee;audit committee,"rexford, john; davis, douglas; byrne, patrick; farrell, sarah"
1690,1690,1354,1253176.0,34327.0,334510.0,"Vapotherm, Inc.",541.06946,113.292,-0.287,-0.478,0.0144766434868133,-2.039,1,8,compensation committee;audit committee,"liken, james; arnerich, anthony; army, joseph; berry, lance; knowles, lori; moynihan, mary"
1691,1691,1355,1603756.0,34342.0,334510.0,"Axonics, Inc.",2594.48,180.29,-0.281,-0.765,5.70095654217402,-0.155,0,7,compensation committee;audit committee,"cohen, raymond; kiernan, jane"
1692,1692,1356,1653247.0,34439.0,519130.0,"Landcadia Holdings, Inc.",108.10956,182.194,0.075,-0.042,44.9339183419511,-1.818,0,6,,no directors found
1693,1693,1357,1751788.0,34443.0,325211.0,Dow Inc.,41701.3948,54968.0,0.084,-0.061,-95.5762514551805,0.305,0,12,compensation committee;audit committee,"banister, gaurdie; mejia, luis alberto; wyant, jill"
1694,1694,1358,1661181.0,34562.0,325414.0,Organogenesis Holdings Inc.,1189.0032,468.059,0.058,-0.018,12.056178698508,0.257,2,7,compensation committee;audit committee,"gillheeney, gary; nussdorf, glenn; ades, alan; leibowitz, arthur; ades, robert; giacomin, jon; korfin, michele; duraibabu, prathyusha; erani, david; driscoll, michael; quintero, gilberto"
1695,1695,1359,1708493.0,34587.0,325414.0,"Harpoon Therapeutics, Inc.",247.3833,23.654,-0.313,-4.334,24.1684122462044,-1.396,1,10,compensation committee;audit committee,"hunt, ronald; silvernail, lauren; small, eric; drachman, jonathan; rudin, charles; robbins, andrew; chin, mark; ibrahim, ramy"
1696,1696,1360,1621672.0,34613.0,519130.0,"Super League Enterprise, Inc.",86.86924,11.672,-1.218,-12.075,4.18976814516128,-0.881,0,6,compensation committee;audit committee,"jung, mark; hand, ann; steigelfest, david"
1697,1697,1361,1653087.0,34616.0,325414.0,"Alector, Inc.",1693.0109,207.085,-0.328,-7.578,87.5095008867494,-0.458,3,9,compensation committee;audit committee,"mcguire, terrance; lavigne, louis; scheller, richard; rosenthal, arnon; hauser, stephen; wehner, david; hammond, paula; yaffe, kristine; heneka, michael; kampmann, martin"
1698,1698,1362,1754301.0,34636.0,516120.0,Fox Corporation,21393.71192,12909.0,0.148,0.13,24.4617318874745,0.098,0,8,compensation committee;audit committee,"carey, chase; burck, william; ryan, paul; abbott, tony"
1699,1699,1363,1755237.0,34746.0,325414.0,"Cyclerion Therapeutics, Inc.",74.6652,3.942,-0.511,-23.224,-2.23461663829632,-1.141,0,8,compensation committee;audit committee,"hecht, peter; de souza, errol; schmidt, harald h. h.; malenka, robert; salvemini, daniela; budson, andrew; smith, eric; westover, m; salat, david; falk, marni; babiloni, claudio; katabi, dina"
1700,1700,1364,1752836.0,34765.0,446110.0,"Covetrus, Inc.",2756.09964,4575.0,0.043,-0.012,29.8668045399709,-0.009,11,11,compensation committee;Talent committee;audit committee,"ellinger, deborah; helton, sandra; manoff, mark; wolin, benjamin; mcnamara, edward; fonteyne, paul"
1701,1701,1365,1759509.0,34873.0,485310.0,"Lyft, Inc.",14739.20074,3208.323,-0.277,-0.587,18.8568957547381,-1.034,2,9,compensation committee;audit committee,"lawee, david; risher, john; aggarwal, prashant; zimmer, john; green, logan; stephenson, david; cohen, ariel; beggs, jill; stevenson, betsey"
1702,1702,1366,1712189.0,34941.0,531110.0,Platinum Eagle Acquisition Corp.,362.95268,291.337,0.151,-0.063,13.4153800291935,0.437,5,8,compensation committee;Risk committee;audit committee,no directors found
1703,1703,1367,1756497.0,34954.0,511210.0,Change Healthcare Inc.,6780.1916,3090.421,0.055,-0.557,20.6738131699847,-0.02,7,8,compensation committee;audit committee,"simpkins, neil; de crescenzo, neil; zollars, robert; roe, phillip; nagji, bansi; kuhar, nicholas; domenici, nella"
1704,1704,1368,1745797.0,35004.0,211120.0,MNRL Sub Inc.,1019.9124,161.217,0.064,0.013,-5.23168908819133,0.226,0,10,compensation committee;audit committee,"brigham, ben; langford, a.; stoneburner, richard; levy, james; hock, stacy"
1705,1705,1369,1585521.0,35005.0,519130.0,"Zoom Video Communications, Inc.",109220.77643,2651.368,0.258,0.218,46.100278551532,0.122,1,6,compensation committee;audit committee,"mcdermott, william; napolitano, janet; chadwick, jonathan; subotovsky, santiago; mcmaster, herbert; hoots, cindy"
1706,1706,1370,1595893.0,35006.0,325414.0,"Turning Point Therapeutics, Inc.",2365.1091,30.829,-0.209,-5.235,-76274.2070116861,-0.348,3,7,compensation committee;audit committee,"shokat, kevan; jura, natalia; varney, michael; jablonski, kimberly; philips, mark; park, sophia; ramos-alves, sandra"
1707,1707,1371,1760542.0,35014.0,325414.0,HOOKIPA Pharma Inc.,72.70299,18.448,-0.35,-2.32,18.5974946900139,-0.618,0,7,compensation committee;audit committee,"aldag, joern; winkel, jan g.j. van; van deventer, sander; kandera, reinhard; peters, malte; o'neill, julie; kaufman, david; reilly, timothy"
1708,1708,1372,1760965.0,35035.0,315.0,"Kontoor Brands, Inc.",2889.52625,2475.916,0.143,0.026,7.51080857135323,1.355,0,8,compensation committee;audit committee,"stewart, shelley; schiller, mark; baxter, scott; goldsmith, ashley; page, andrew"
1709,1709,1373,1753706.0,35053.0,311999.0,"Whole Earth Brands, Inc.",417.48528,493.973,0.13,-0.122,82.6692373995254,0.003,0,7,compensation committee;audit committee,"lamel, ira; agarwal, anuraag; faltischek, denise; franklin, michael"
1710,1710,1374,1760717.0,35055.0,511210.0,SciPlay Corporation,337.61,606.1,0.393,0.038,12.2020130672788,0.17,2,7,compensation committee;audit committee,"sottile, james"
1711,1711,1375,1722482.0,35065.0,334516.0,"Avantor, Inc.",25692.758,7386.1,0.108,0.022,12.5246430491666,0.146,3,10,Finance committee;Human Resources committee;audit committee,"massaro, joseph; brophy, gerard; stubblefield, michael; andres, juan; peacock, jonathan; severino, michael; shaw, christi; lan, kang; van der loo, johannes; murthy, mala; carethers, john; hughes, brendan; sorensen, erik"
1712,1712,1376,1071236.0,35078.0,522110.0,"Red River Bancshares, Inc.",384.13,101.832,0.023,0.285,-1.51943241037232,0.126,1,6,compensation committee;audit committee,"chatelain, ronald; nichols, robert; obey, willie; price, teddy; thompson, don; torbett, harrie; ashbrook, michael; cooper, kirk; moreau, anna; crowell, michael"
1713,1713,1377,1661059.0,35090.0,325414.0,"NextCure, Inc.",166.086,0.0,-0.109,-1.315,10.3694129419613,-0.333,7,8,compensation committee;audit committee,"kabakoff, david; webster, stephen; khuong, chau; chen, lieping; miller, stephen; zou, weiping; matulonis, ursula; segal, brahm"
1714,1714,1378,1766368.0,35099.0,33211.0,"Mayville Engineering Company, Inc.",303.20976,454.826,0.071,-0.027,2.92135684213049,0.013,3,8,compensation committee;audit committee,"carlson, allen; christen, timothy; fisher, steven; kent, jennifer; reddy, jagadeesh"
1715,1715,1379,1163668.0,35101.0,522110.0,"South Plains Financial, Inc.",493.9056,232.505,0.027,0.171,15.4770764269445,0.155,0,6,compensation committee;audit committee,"griffith, curtis; campbell, richard; newsom, cory; valles, noe; wargo, kyle; washburn, ladana"
1716,1716,1380,1178697.0,35104.0,334220.0,"Sonim Technologies, Inc.",17.3381362,54.57,-0.443,-0.488,17.3409240484933,-2.009,0,7,compensation committee;audit committee,"mulica, michael; longhenry, paul; cassano, james s.; metcalf, william; liu, hao; gillespie, al; leist, william; flynn, john; roper, bob; steenstra, jack; wang, jeffrey"
1717,1717,1381,1517413.0,35120.0,519130.0,"Fastly, Inc.",4211.84995,354.33,-0.095,-0.241,17.9389963952835,-0.202,3,10,compensation committee;audit committee,"meyers, charles; paisley, christopher; nightingale, todd; bergman, artur; daniels, richard; smith, vanessa; loop, paula"
1718,1718,1382,1676725.0,35136.0,325414.0,"IDEAYA Biosciences, Inc.",910.92012,27.941,-0.307,-4.477,12.3286748327277,-0.179,2,9,compensation committee;audit committee,"morrison, scott w.; ideker, trey; sellers, william; polyak, kornelia; swisher, elizabeth; hampton, malcolm; cimprich, karlene"
1719,1719,1383,1659352.0,35154.0,325414.0,"Codiak BioSciences, Inc.",249.35776,22.935,-0.805,-66.909,42.6041805495247,-0.386,2,8,compensation committee;audit committee,"melas-kyriazi, theodose; gillis, steven s.; cooney, charles leland; schreiber, robert; bernstein, karen; eggimann, anne-virginie; pandite, arundathy; kalluri, raghu; haddock, jason; bronte, vincenzo"
1720,1720,1384,275880.0,35158.0,519130.0,Parsons Corporation,3488.159,3660.771,0.075,0.023,0.367503830870323,0.051,1,13,Risk committee,"holdsworth, mark; leer, steven; mcmahon, harry; mitchell, m.; ball, george; vautrinot, suzanne; smith, carey; felker, john; pagon, garrett; ledgett, richard; mclaughlin, james; scully, lysa; mason, richard; varos, richard; weber, andrew"
1721,1721,1385,1755672.0,35168.0,111.0,"Corteva, Inc.",34350.19656,15655.0,0.045,0.042,0.737864077669903,0.053,1,12,compensation committee;audit committee,"andreotti, lamberto; engel, klaus; lutz, marcos; liebert, rebecca; ward, patrick j.; johanns, michael; nayyar, nayaki"
1722,1722,1386,1535527.0,35182.0,518210.0,"CrowdStrike Holdings, Inc.",48279.6392,874.438,-0.049,-0.134,4.61371361731505,-0.165,0,7,compensation committee;audit committee,"davis, cary; o'leary, denis; kurtz, george"
1723,1723,1387,1757715.0,35210.0,335210.0,"Aterian, Inc.",226.4199,247.767,-0.468,-0.22,68.2068012814861,-0.875,4,6,compensation committee;audit committee,"kurtz, william; lattmann, susan; rodriguez, arturo; risico, joseph; liebel, sarah; williams, cynthia"
1724,1724,1388,1679363.0,35280.0,325414.0,"Morphic Holding, Inc.",1757.0873,19.794,-0.205,-1.216,37.5613567326861,-0.162,2,9,compensation committee;audit committee,"bischofberger, norbert; christensen, gustav; springer, timothy; nashat, amir; schreiber, stefan; friedman, scott l.; tipirneni, praveen; von andrian-werburg, ulrich; sands, bruce; danese, silvio; violette, shelia; robichaud, albert; nanda, nisha; popov, yury; peyrin-biroulet, laurent; feagan, brian"
1725,1725,1389,1573221.0,35288.0,519130.0,"The RealReal, Inc.",1079.2656,467.692,-0.233,-0.483,-0.817428637785338,-2.285,0,7,compensation committee;audit committee,"melton, carol; krolik, robert; baird, gilbert; leondakis, niki; coleman, caretha; koryl, john"
1726,1726,1390,1260990.0,35320.0,325414.0,"GTx, Inc.",112.20383,4.315,-0.904,-7.461,1.80550087181507,-0.485,2,11,compensation committee;audit committee,no directors found
1727,1727,1391,1634447.0,35367.0,238210.0,"iSun, Inc.",70.48296,45.312,-0.099,-0.15,13.1577811425004,-0.253,0,6,compensation committee;audit committee,"meer, claudia; martin, stewart; peck, jeffrey; myrick, frederick; matthy, andrew"
1728,1728,1392,1759425.0,35375.0,325414.0,"Mirum Pharmaceuticals, Inc.",487.79885,19.138,-0.754,-13.921,9.40506067383333,-0.421,7,11,compensation committee;audit committee,"heron, patrick; grey, michael; walbert, timothy; fairey, william; cardon, lon; ramasastry, saira"
1729,1729,1393,1680581.0,35376.0,325414.0,"Fulcrum Therapeutics, Inc.",718.67394,19.163,-0.585,-15.055,18.593408778861,-0.541,2,7,compensation committee;Technology committee;audit committee,"ingber, donald; dorton, katina; leinwand, leslie; gould, robert; ezekowitz, alan; sapir, alexander; trojer, patrick; statland, jeffrey; tawil, rabi; van engelen, baziel; van der maarel, silvere; banks, sonja"
1730,1730,1394,1772695.0,35395.0,221114.0,Sunnova Energy International Inc.,3165.76504,241.752,0.015,-1.138,8.30494628642263,-0.122,5,7,Human Resources committee;Sustainability committee;audit committee,"morgan, michael; d'argenio, rahman; berger, william; brownell, nora; mohamed, akbar; andrew, anne; longstreth, mark; yang, mary"
1731,1731,1395,1673772.0,35429.0,325414.0,"RAPT Therapeutics, Inc.",1085.55515,3.813,-0.478,-14.271,-51.8837672468957,-0.416,0,7,compensation committee;audit committee,"rieflin, william; robbins, wendye; gray, mary; greenberg, philip; wong, brian; kozick, linda; lyons-williams, lori; zamboni, robert"
1732,1732,1396,1773383.0,35447.0,519130.0,"Dynatrace, Inc.",13658.1912,703.509,0.062,0.128,33.9952177853601,0.022,4,10,compensation committee,"ward, jill; mcconnell, rick; lifshatz, stephen; boro, seth; rowland, stephen; capone, michael; virnig, kenneth; kulkarni, amol"
1733,1733,1397,1772921.0,35451.0,441222.0,OneWater Marine Inc.,533.86817,1228.206,0.191,0.017,9.32494279176201,0.428,0,11,compensation committee;audit committee,"troiano, john; bodine, christopher; roy, james; lamkin, jeffrey; aisquith, anthony; singleton, philip; schraudenbach, john"
1734,1734,1398,1458412.0,35455.0,522110.0,"CrossFirst Bankshares, Inc.",787.5245,204.969,0.007,0.017,2.28157081156773,0.11,1,13,compensation committee;audit committee,"swinson, stephen; caple, steven; brenneman, rodney; grigsby, jennifer; robinson, michael; hansen, george; king, mason; maddox, michael; bruce, george; humphreys, lance; geist, ronald; kuykendall, james; stogner, l."
1735,1735,1399,1538716.0,35471.0,522291.0,Oportun Financial Corporation,648.081,578.15,0.025,-0.074,-20.7825295723385,-0.087,0,6,Finance committee;compensation committee;Risk committee,"haubegger, christy; levy, ellen; dailey, tom; banks, roy; dalgaard, lars; smith, sandra; delgado, jorge; schütte, arjan; estrada, alejandro; barefoot, ann; lee, ginny"
1736,1736,1400,1615219.0,35477.0,325414.0,"Flex Pharma, Inc.",22.4219352,1.84,-0.52,-1.558,7.39279021056113,-0.806,1,7,compensation committee;audit committee,no directors found
1737,1737,1401,1140102.0,35481.0,561320.0,Temporary Financial Services Inc.,276.2928,22.76,0.136,0.478,5.18665850673194,0.243,0,6,compensation committee;audit committee,no directors found
1738,1738,1402,1709682.0,35490.0,532412.0,Capitol Investment Corp. IV,1976.32,1167.154,0.141,-0.037,18.7511811276204,0.005,0,7,compensation committee;audit committee,no directors found
1739,1739,1403,1757073.0,35497.0,339114.0,Envista Holdings Corporation,7281.696,2508.9,0.024,0.004,26.6875093899568,0.052,4,8,compensation committee;audit committee,"raskas, daniel; aghdaei, amir; carruthers, wendy; huennekens, scott"
1740,1740,1404,1014739.0,35543.0,621498.0,"BioScrip, Inc.",5117.09544,3438.64,0.061,-0.014,17.2626446523113,0.149,5,10,compensation committee;audit committee,no directors found
1741,1741,1405,1773427.0,35600.0,325414.0,"SpringWorks Therapeutics, Inc.",3052.39104,0.0,-0.101,-1.302,-7.3094867807154,-0.652,0,8,compensation committee;audit committee,"fuhrman, alan; lynch, daniel; islam, saqib; alban, carlos; hambleton, julie"
1742,1742,1406,1775625.0,35602.0,339114.0,"SmileDirectClub, Inc.",280.31035,637.611,-0.217,-0.142,-24.7284749242117,-0.569,0,7,compensation committee;audit committee,"katzman, david; rammelt, susan; katzman, steven; fenkell, alexander; katzman, jordan; badawi, hisham; fewell, richard; fuszner, charles; kaye, gary; mackenzie, liliya; mcketa, nathan; vig, peter; ward, edward"
1743,1743,1407,1679826.0,35617.0,519130.0,Ping Identity Holding Corp.,1916.29152,299.449,0.024,-0.025,-10.3367813768901,-0.142,4,12,compensation committee;audit committee,no directors found
1744,1744,1408,1639825.0,35627.0,339920.0,"Peloton Interactive, Inc.",37224.23094,4021.8,0.057,0.02,2.72591243250277,-1.839,2,8,compensation committee;audit committee,"callaghan, jonathan; mendez, angel; thomas-graham, pamela; mccarthy, w.; boone, karen"
1745,1745,1409,1770787.0,35640.0,325413.0,"10x Genomics, Inc.",16760.2344,490.49,-0.129,-0.513,34.9602724177071,-0.209,8,8,compensation committee;audit committee,"popovits, kimberly; stuelpnagel, john; mammen, mathai; saxonov, serge; hindson, benjamin"
1746,1746,1410,1766400.0,35642.0,623.0,"The Pennant Group, Inc.",657.75692,439.694,0.058,0.021,9.53397122599298,0.009,0,8,compensation committee;audit committee,"lamb, scott; nackel, john; stringfield, jo; covey, stephen m.; guerisoli, brent; morris, gregory"
1747,1747,1411,1703647.0,35647.0,325414.0,"Frequency Therapeutics, Inc.",177.55443,14.068,-0.112,-0.686,9.94766341264244,-0.705,2,7,Finance committee;compensation committee;Technology committee;audit committee,no directors found
1748,1748,1412,1372299.0,35712.0,325414.0,Histogenics Corporation,907.18355,0.0,-0.767,-131.4,-0.135790634223196,-0.66,5,7,compensation committee;Technology committee;audit committee,no directors found
1749,1749,1413,1745999.0,35714.0,325414.0,Beam Therapeutics Inc.,5449.91941,51.844,-0.48,-5290.8,9.77448957814612,-0.381,0,7,compensation committee;audit committee,"fishman, mark; cooper, graham; walsh, kathleen; evans, john; ho, carole"
1750,1750,1414,1650648.0,35729.0,325414.0,"4D Molecular Therapeutics, Inc.",707.0165,18.038,-0.319,-4.165,73.2758120056639,-0.378,4,8,compensation committee;audit committee,"theuer, charles; gray, susannah; utz, paul; kirn, david; chacko, jacob; crystal, ronald; tomasello, shawn; takefman, daniel; gaggar, amit; miller-rich, nancy; crystal, ronal; rosenberg, amy; shivdasani, ramesh"
1751,1751,1415,1720725.0,35747.0,325414.0,"Oyster Point Pharma, Inc.",485.3508,24.539,-0.42,-4.505,-3.15579037555334,-2.326,1,10,compensation committee;audit committee,no directors found
1752,1752,1416,775215.0,35759.0,522110.0,"HBT Financial, Inc.",542.90778,166.233,0.023,0.249,33.4280075097482,0.147,0,9,compensation committee;audit committee,"koch, linda; bowman, c.; drake, fred; busch, patrick; baker, roger; drake, allen; pfeiffer, gerald; burwell, eric"
1753,1753,1417,1780097.0,35796.0,325414.0,"Baudax Bio, Inc.",21.5370576,1.08,-0.766,-159.19,5.21933398342848,-5.68,0,6,audit committee,"henwood, geraldine; drechsler, andrew; baskies, arnold; yong, chan kim"
1754,1754,1418,1706946.0,35808.0,488999.0,"Virgin Galactic Holdings, Inc.",3454.26108,3.292,-0.478,-799.96,-39.5833333333333,-0.527,0,8,compensation committee;audit committee,"arcangeli, henio; whelan, david; mabus, raymond; west, wayne; kreeger, craig; strandberg, diana; whitesides, george; brambilla, luigi; jonas, tina; magnus, sandra; colglazier, michael; hadfield, chris; sigur, wanda"
1755,1755,1419,1409269.0,35850.0,334510.0,"Restoration Robotics, Inc.",108.7711,105.622,-0.206,-1.045,-3.3771337344959,-1.221,3,6,compensation committee;audit committee,no directors found
1756,1756,1420,1786352.0,35868.0,518210.0,"BILL Holdings, Inc.",17311.24272,238.265,-0.019,-0.227,-1.94395272363908,-0.082,11,13,compensation committee;audit committee,"jacobs, brian; cakebread, steven; kight, peter; lacerte, rene; hornik, david; wagner, scott; wagonfeld, alison; reich, tina"
1757,1757,1421,1719489.0,35909.0,519.0,"GigCapital, Inc.",422.02136,267.739,-0.104,-0.187,3.11886957779309,-0.413,0,8,,no directors found
1758,1758,1422,1701756.0,35967.0,722513.0,Sadot Group Inc.,18.801811,10.35,-0.998,-6.554,13.4299406663624,-0.419,0,6,,"sansom, paul; carl, jeffrey; yeo, marvin; spanos, stephen; mckinney, mark; mohan, kevin; petel, benjamin; oh, na yeon; shankar, ray; errington, david; khan, ahmed"
1759,1759,1423,1790982.0,35978.0,3313.0,Arconic Corporation,3476.84427,7504.0,0.099,0.021,5.52011102177548,0.033,0,10,compensation committee;audit committee,"ayers, christopher; morgueta, marcelo f."
1760,1760,1424,1404123.0,36025.0,621112.0,"1Life Healthcare, Inc.",3368.55554,621.552,-0.108,-0.3,48.742819890678,-0.221,2,6,compensation committee,"dunlevie, bruce; auvil, paul; blumenkranz, mark; kennedy, david; holmes, kalen; rubin, amir"
1761,1761,1425,1490978.0,36051.0,511210.0,"Schrödinger, Inc.",2472.89517,137.931,-0.193,-0.199,12.029805855416,-0.283,7,9,compensation committee;audit committee,"lynton, michael; ginsberg, gary; sender, gary; oberoi, arun; pande, vijay; jorgensen, william; honig, barry; goddard, william; kapeller-libermann, rosana; friesner, richard; farid, ramy; shoichet, brian; chodakewitz, jeffrey; roitberg, adrian; tiwary, pratyush"
1762,1762,1426,1628171.0,36083.0,325414.0,"Revolution Medicines, Inc.",1866.17931,29.39,-0.272,-1.912,3.61037608114155,-0.422,9,10,compensation committee;audit committee,"adams, julian; goldsmith, mark; horning, sandra; fischbach, michael; schroeder, thilo; burke, martin; weber, barbara; bivona, trever; borellini, flavia; patel, sushil"
1763,1763,1427,1753162.0,36084.0,531210.0,Fathom Holdings Inc.,342.62316,330.23,-0.308,-0.009,-10.3593077161271,-0.3,0,8,compensation committee;audit committee,"flanders, scott; fregenal, marco; venable, jennifer; gupta, ravila; hood, david; sampson, glenn; murray, stephen"
1764,1764,1428,1015383.0,36153.0,33299.0,"Retrospettiva, Inc.",551.14608,58.197,-0.079,-0.293,9.76078266504696,0.033,0,7,compensation committee;audit committee,no directors found
1765,1765,1429,1783180.0,36191.0,333415.0,Carrier Global Corporation,46811.23536,20613.0,0.11,0.089,-49.2578214204156,0.497,8,9,compensation committee;audit committee,"garnier, jean-pierre; viessmann, martin; greisch, john; gitlin, david; wozniak, beth; abbassciy, aumar"
1766,1766,1430,1786842.0,36203.0,334514.0,Vontier Corporation,5198.53264,2990.7,0.214,0.126,-0.64945822208231,0.798,8,8,compensation committee;audit committee,"francis degolia, karen; eatroff, robert; gafinowitz, martin"
1767,1767,1431,1794783.0,36234.0,524210.0,"SelectQuote, Inc.",3149.2026,937.815,0.177,0.14,0.0,-0.5,3,7,compensation committee;audit committee,"muney, alan; grant, william; hawks, donald; weldon, raymond; danker, timothy; patel, kavita; chaudhry, basit; grogan, joe"
1768,1768,1432,1799191.0,36237.0,621111.0,DFP Healthcare Acquisitions Corp.,714.17775,203.003,-0.011,-0.022,7.2346022903126,0.007,1,8,audit committee,no directors found
1769,1769,1433,1127537.0,36260.0,339112.0,Pulmonx Corporation,1184.40924,48.416,-0.395,-0.83,22.4127201303114,-0.307,3,8,compensation committee;audit committee,"mead, dana; ferrari, richard; french, glendon; garinois-melenikiotou, georgia; florin, daniel; lynch, alissa; sullivan, tiffany"
1770,1770,1434,1743725.0,36293.0,54151.0,"Grid Dynamics Holdings, Inc.",2538.33247,211.28,-0.04,-0.085,-0.257524545308225,-0.106,0,9,compensation committee;audit committee,"benhamou, eric; southworth, michael; nicolet, patrick; levinson, marina; livschitz, leonard; wang, weihang; wang, yueou"
